Item_ID	Sentence	ModalPresent	Finite	QuestionType	DegreeQ
67879:4	why should they be sit-, sitting in, uh, prison getting their college degree *t*-1.	yes	yes	root	no
67896:19	but we could never say what we would do *t*-1 if we're not in the circumstance.	no	yes	emb	no
67902:41	* to, uh, to kill somebody is what it amounts to *t*-2.	no	yes	nom	no
67905:25	but, you know, that's what they did *t*-1.	no	yes	nom	no
67912:59	or rather than * have a warped mind it was just the only way 0 * to get whatever they wanted *t*-1 *t*-2.	no	yes	nom	no
67957:38	is it, what is, what's the ru-,	no	yes	root	no
67960:18	and i don't remember what they are *t*-1.	no	yes	emb	no
67968:25	it's for the large dealers is what, it's reserved *-1 for *t*-2.	no	yes	nom	no
67982:10	is that how it's worded *-1 *t*-2?	no	yes	emb	no
68051:34	strangely enough, uh, their mother and i both smoked when they were growing up *t*-1.	no	yes	emb	no
68052:82	now, my, my, my wife, my ex-wife, she quit, uh, well, when she was pregnant with the last one *t*-1	no	yes	emb	no
68077:25	well, well, when i was still smoking *t*-1, i, i felt that way.	no	yes	adj	no
68080:124	if i was in a public restaurant, seated at table with, uh, non smokers i would try *-1 to pick a s-, a, a my, seat where the smoke would blow away from them *t*-2.	no	yes	emb	no
68097:9	so, when we're invited *-4 to people's house *t*-1, he will not smoke in their house. which i think 0 *t*-2 is good because there's a lot of people that *t*-3 are very,	no	yes	adj	no
68097:64	so, when we're invited *-4 to people's house *t*-1, he will not smoke in their house. which i think 0 *t*-2 is good because there's a lot of people that *t*-3 are very,	no	yes		no
68161:29	however, i didn't like it very well when the transmission *ich*-1 went out on my car with sixty-three thousand miles on it *t*-2.	no	yes	emb	no
68165:32	and i don't like it very well if, when my electric blanket that *t*-1 was only one year old went out at, uh, on one side *t*-2.	no	yes	emb	no
68181:14	and, uh, when i got this one *t*-1 it did, a lit-, it heated a little bit warmer	no	yes	adj	no
68233:11	that's what i think *t*-1 too.	no	yes	nom	no
68249:55	but i think 0 it should have been better than that, for that money, is what i mean *t*-1.	no	yes	nom	no
68288:45	well, what about the idea that one is only guilty, uh, when *-1 proven *-2 guilty beyond a reasonable doubt *t*-3?	no	yes	rc	no
68296:25	but, if there are some people who *t*-1 don't agree uh, then there must be, it seems *-2 to be 0 there must be at least a reasonable doubt for some people.	no	yes	rc	no
68304:70	you, you rarely hear, you hear, of course 0 there's cases where someone has been put *-1 in, in, in, uh, prison, uh, *-2 falsely accused *t*-3	no	yes	rc	no
68305:67	but, uh, more than likely the people that *t*-1 are on the, the jury know what they're doing *t*-2.	no	yes	nom	no
68314:32	but my friends, my few friends who *t*-1 have *?*, uh, say just the opposite.	no	yes	rc	no
68315:53	they say 0 they're, uh, remarkably incompetent. and, uh, don't know what they're doing *t*-1 and say one thing in the courtroom	no	yes	nom	no
68320:5	when the prosecution and defense are choosing the jury *t*-1 you would think that *t*-2 those would come out	no	yes	adj	no
68322:33	when you go through, uh, when you're chosen *-1 *t*-2 is, you're automatically like a, a, a professor in criminal justice or something like that,	no	yes	adj	no
68346:78	i'd be, i mean i'd be tried *-1 by a jury of, you know, people who *t*-2 had nothing else 0 *-3 to do *t*-4 and weren't very knowledgeable about certain sorts of things,	no	yes	rc	no
68375:111	i definitely feel like we need *-1 to keep it at least unanimous because, uh, you know, there's the classic sort of * to kill a mockingbird kind of story where you get, you know, jury which *t*-2 can have all kinds of prejudices and things that, a judge at least officially isn't supposed *-3 to have *t*-4. though, of course they can *?*, too *t*-5.	no	yes	rc	no
68375:138	i definitely feel like we need *-1 to keep it at least unanimous because, uh, you know, there's the classic sort of * to kill a mockingbird kind of story where you get, you know, jury which *t*-2 can have all kinds of prejudices and things that, a judge at least officially isn't supposed *-3 to have *t*-4. though, of course they can *?*, too *t*-5.	no	yes	rc	no
68395:51	i, i have, i have some friends who *t*-1 do expert wis-, witness testimony	no	yes	rc	no
68397:125	the prosecutor will want *-1 to, oh, i don't know show the, show the mugging victim, you know, show what the nice person 0 he was *t*-2 and what a family life, and basically get the jury to be very sympathetic with the victim,	no	yes	emb	no
68407:51	but i'd be real nervous *-1 having a jury not at least fully agree on what the settlements would be *t*-2, things like that.	no	yes	nom	no
68448:8	because when they go through those processes *t*-2 they kind of pick out who they want *t*-3.	no	yes	adj	no
68448:44	because when they go through those processes *t*-2 they kind of pick out who they want *t*-3.	no	yes	nom	no
68452:40	the, the one side is looking for someone whose face they think 0 *t*-1 will, you know, want *-2 to hang everyone,	no	yes	rc	no
68454:23	they're not looking for someone who *t*-1's going *-2 to be the most reasoned or sensible or rational juror.	no	yes	rc	no
68461:107	i mean, i know, 0 it, it, it's tricky because i know, you know, an awful lot of intelligent people who *t*-1 just, well i'm too busy *-1 to serve on a jury,	no	yes	rc	no
68547:4	where all you guys go *t*-1?	no	yes	root	no
68569:4	where do you go *t*-1?	no	yes	root	no
68591:4	what club do you follow *t*-1?	no	yes	root	no
68607:24	i usually try *-1 to catch whoever *t*-2's in town though,	no	yes	nom	no
68651:13	so, uh, where else did we go *t*-1, uh,	no	yes	root	yes
68674:10	well, when we came back from the outer banks *t*-1 we came up due norfork and spent the night there with a friend in portsmith and then went to williamsburg and spent a night.	no	yes	adj	no
68741:26	and, uh, there was one year when my father was, uh, my father's company was starting *-2 to do stuff down in los angeles *t*-1,	no	yes	rc	no
68754:62	oh, it was great, because, uh, well, the times that *t*-1 were really fun were when, uh, we had vacation *t*-2	no	yes	emb	no
68765:18	there was nobody there when we were there *t*-1,	no	yes	emb	no
68813:51	one of these days we'll get down there, although. i don't know when we're going *-1 to have vacation 0 * to do it *t*-3 *t*-2.	no	yes	emb	no
68864:21	well, i don't know what our next trip will be *t*-1,	no	yes	emb	no
68866:16	well, i know what my next trip,	no	yes	exclam	no
68890:28	is that, is that how you got into this, uh, this, you know, uh, data base *t*-1?	no	yes	emb	no
68906:36	so, when i, you know, when i heard 0 you were from virginia *t*-1 i was like, oh, okay, there's somebody different,	no	yes	adj	no
68915:24	i never asked him the other day how he was connected *-1 *t*-2,	no	yes	emb	no
68920:44	there's been a couple of other the people, uh, most of whom *t*-1 are like me that *t*-2 work in, in speech labs that *t*-3 are going *-4 to use data base, eventually.	no	yes	rc	no
69124:29	like if your boss is your drinking buddy or whatever, i mean, you can come to, come to work *-1 drunk and get in an accident	no	yes		no
69191:8	but, what do you do *t*-2 about, the occasional user that *t*-1 may have gone to a party three days before	no	yes	root	no
69259:17	what, what kind of testing do they do *t*-1 when you went *t*-2?	no	yes	root	no
69259:44	what, what kind of testing do they do *t*-1 when you went *t*-2?	no	yes	emb	no
69311:59	it depends r-, r-, really on how, how strong a test it is *t*-1.	no	yes	nom	yes
69312:45	they've got different degrees, as far as, as how far back they can check *t*-1.	no	yes	nom	yes
69341:73	they can go back and look at *ich*-1, in terms of growth in a, in a hair, when you used *t*-2 and, and that type of thing.	no	yes	nom	no
69379:4	what are your suggestions in * making a family reunion successful *t*-1.	no	yes	root	no
69388:7	well how old are you *t*-1?	no	yes	root	yes
69402:8	now how long in advance do they, uh, let them know *t*-1?	no	yes	root	yes
69415:93	and then, you know, arrangements *ich*-3 are made *-1 like during the summer for you know, um, food and who *t*-4's, who *t*-2's staying where, because a lot of people fro-, are from down here, in texas.	no	yes		no
69415:109	and then, you know, arrangements *ich*-3 are made *-1 like during the summer for you know, um, food and who *t*-4's, who *t*-2's staying where, because a lot of people fro-, are from down here, in texas.	no	yes		no
69421:11	that's where i'm originally from *t*-1.	no	yes	adj	no
69479:36	and they're only three out of five of us who *t*-1 have children.	no	yes	rc	no
69504:26	and, uh, you kind of forget what *t*-1 happened, and who they were *t*-2 from the time before.	no	yes	nom	no
69504:41	and, uh, you kind of forget what *t*-1 happened, and who they were *t*-2 from the time before.	no	yes	nom	no
69527:15	i don't know where,	no	yes		no
69542:9	uh, when is your next one, uh, scheduled now *t*-1.	no	yes	root	no
69545:15	the next one was when i graduated from college *t*-1,	no	yes	emb	no
69596:26	but, uh, i have a friend who, uh, *t*-1 is working on this project.	no	yes	rc	no
69656:13	and that's where i grew up *t*-1,	no	yes	adj	no
69697:4	what's it like *t*-1 down there?	no	yes	exclam	no
69761:4	what day was that *t*-1,	no	yes	root	no
69801:7	so when it's july and august *t*-1, i'm pretty well used to the, hundred degree temperatures.	no	yes	adj	no
69812:15	oh. is that what dallas is *t*-1,	no	yes	nom	no
69829:20	san antonio has that same problem when the rains come *t*-1.	no	yes	emb	no
69850:28	but it wasn't enough * to offset what they lost *t*-1 over the last four years.	no	yes	nom	no
69861:77	and i thought oh, gee i'm so glad *-2 to get out of there and get up here to the california pacific coast where it rains *t*-1 and everything has flowers *t*-1	no	yes	rc	no
69918:5	when you do a lot of outside, like running and stuff *t*-1, it's just so much easier, up here	no	yes	adj	no
69930:14	we get some when it's this rainy *t*-1,	no	yes	emb	no
69965:19	we were used to, what, uh, gulf coast weather was like *t*-1, when we came here to pacific coast weather *t*-2.	no	yes	nom	no
69965:49	we were used to, what, uh, gulf coast weather was like *t*-1, when we came here to pacific coast weather *t*-2.	no	yes	emb	no
69982:43	and we thought well, we'll take advantage of it and see what all the pacific coast is like *t*-1.	no	yes	emb	no
70008:14	not like texas where everything comes to a stand still *t*-1.	no	yes	rc	no
70020:60	and i guess 0 i'm going *-1 to have *-2 to try that area sometime and see what it's like *t*-3.	no	yes	emb	no
70054:26	well, i sure appreciate *-2 hearing how things are going *t*-1 in texas	no	yes	emb	no
70085:4	what area do you live in *t*-1?	no	yes	root	no
70127:63	in a big city like that most houses, i would think 0 *t*-2, would be sort of like what we live in *t*-1. just a you know, basic tract house.	no	yes	nom	no
70169:19	it really does, except when you have *-1 to fill them up *t*-2	no	yes	nom	no
70208:30	and i'm looking at the yard and seeing how tall the grass has gotten *t*-1	no	yes	emb	yes
70316:18	i'm not real sure what they're going *-1 to do *t*-2 this year.	no	yes		no
70325:9	um, what do you do *t*-1?	no	yes	root	no
70343:5	what else do you do *t*-1 to your house?	no	yes	root	no
70397:13	and they enjoy where they're living *t*-1?	no	yes	nom	no
70407:24	his mother comes in and says, why did you let him play in the dirt *t*-1,	no	yes	emb	no
70422:27	i was a big dirt eater, supposedly, when i was a child *t*-1	no	yes	emb	no
70430:16	well, that's what i've always,	no	yes	nom	no
70469:14	* tell me how yours works *t*-1.	no	yes	emb	no
70474:41	i introduced you a little bit to it, a few minutes ago, when i said that we are, uh, we're on the east coast now *t*-1.	no	yes	emb	no
70488:12	and so, what we did *t*-1 was draw up a budget that we thought, uh, 0 *t*-2 was realistic.	no	yes	nom	no
70517:14	and, uh, what we did *t*-1 was just, uh, * decide wh-, how we had been *-2 spending our money before *t*-3,	no	yes	nom	no
70517:60	and, uh, what we did *t*-1 was just, uh, * decide wh-, how we had been *-2 spending our money before *t*-3,	no	yes	emb	no
70522:52	and then we took about three months and, uh, and adjusted, where we could come down *t*-1 and where we didn't want *-2 to come down *t*-3,	no	yes	emb	no
70522:74	and then we took about three months and, uh, and adjusted, where we could come down *t*-1 and where we didn't want *-2 to come down *t*-3,	no	yes	emb	no
70529:64	and we really, uh, lessened it, uh, our living expenses, uh, more than what we thought 0 we would *?* *t*-1.	no	yes	nom	no
70547:41	so, but we've had budgets that *t*-1 didn't work when our, uh, you know,	no	yes	rc	no
70568:62	wh-, wh-, wh-, wh-, when we first got married *t*-1 we were in graduate school	no	yes	adj	no
70570:8	then when we got our first jobs after about a year of marriage *t*-1 we decided 0 we'd bank my salary so we could buy a house.	no	yes	adj	no
70571:35	so, we virtually did that for about two years, which *t*-1 worked real well, and then moved from california where we realized 0 we could never buy a house anyway no matter how much we saved *t*-2 *t*-6, and moved to texas, bought a house *ich*-5 immediately, you know, which *t*-3, of course, is now devalued *-4 with the housing market,	no	yes		no
70571:68	so, we virtually did that for about two years, which *t*-1 worked real well, and then moved from california where we realized 0 we could never buy a house anyway no matter how much we saved *t*-2 *t*-6, and moved to texas, bought a house *ich*-5 immediately, you know, which *t*-3, of course, is now devalued *-4 with the housing market,	no	yes	rc	no
70571:109	so, we virtually did that for about two years, which *t*-1 worked real well, and then moved from california where we realized 0 we could never buy a house anyway no matter how much we saved *t*-2 *t*-6, and moved to texas, bought a house *ich*-5 immediately, you know, which *t*-3, of course, is now devalued *-4 with the housing market,	no	yes	rc	yes
70571:170	so, we virtually did that for about two years, which *t*-1 worked real well, and then moved from california where we realized 0 we could never buy a house anyway no matter how much we saved *t*-2 *t*-6, and moved to texas, bought a house *ich*-5 immediately, you know, which *t*-3, of course, is now devalued *-4 with the housing market,	no	yes	emb	no
70594:61	we've done like a survey of like * taking, you know, the past three months of where all the money went *t*-1.	no	yes	nom	no
70599:34	but it seems like there's, um, times when we just have *-1 to get out *t*-3 where we'll go and like get a baby-sitter and we'll go and we'll blow, you know, fifty, sixty dollars in one night * going out *-2 to eat, going to a show or doing something *t*-4, you know.	no	yes	rc	no
70599:64	but it seems like there's, um, times when we just have *-1 to get out *t*-3 where we'll go and like get a baby-sitter and we'll go and we'll blow, you know, fifty, sixty dollars in one night * going out *-2 to eat, going to a show or doing something *t*-4, you know.	no	yes	rc	no
70605:22	that's the hard part because when we sit down *-1 to make it *t*-2, we try *-3 to make it real spartan and real narrow so we can put a certain amount in savings every week	no	yes	adj	no
70617:83	well, i found, uh, that, in the place that it was harder for me to stick to a budget *t*-6 was not where we were concerned *-5 *t*-2, but where maybe our friends *ich*-1 were concerned *-4 and our relatives and parents *t*-3.	no	yes	emb	no
70617:107	well, i found, uh, that, in the place that it was harder for me to stick to a budget *t*-6 was not where we were concerned *-5 *t*-2, but where maybe our friends *ich*-1 were concerned *-4 and our relatives and parents *t*-3.	no	yes	emb	no
70667:16	now, i forget which way 0 we do it *t*-1.	no	yes		no
70681:11	that's what my husband said *t*-1,	no	yes	nom	no
70700:11	that's what you should do *t*-1.	no	yes		no
70704:18	we really don't, when it's just taking *-2 out of the paycheck and stuff *t*-1,	no	yes	emb	no
70711:67	well, i was just reading an article *ich*-1 in, uh, a north carolina pap-, paper today where a high school student obtained over two hundred thousand dollars worth of scholarships for herself by *-3 sitting up at night and typing at, uh, letters of applications to universities *t*-2.	no	yes	emb	no
70720:33	where there's a will *t*-1, where there's a will *t*-2, there's a way, right?.	no	yes		no
70750:88	well, i'm sure that, uh, probably every person in this country would agree with you on that. because everybody has a different idea of where the money should go *t*-1.	no	yes	emb	no
70773:80	i, i should imagine that, that, that what the, what the problem,	no	yes	nom	no
70774:6	why i, i'm, i'm a little concerned about *t*-2 today is that this, uh, rather, uh, quick and, and easy, i don't know, i shouldn't say easy, rather quick victory in the, in, in the, uh, mideast, uh, uh, over the, uh, iraqis, uh, might lead us into, uh, a false sense *ich*-1 of security that we can do that against any other foe.	no	yes	nom	no
70775:50	i'm, i, i don't know what other foe that would be *t*-1,	no	yes	emb	yes
70784:68	and one of the things 0 we were told *t*-1 is, like, 0 they had eleven thousand harm missiles which t i is the sole supplier for *t*-2,	no	yes	rc	no
70793:165	uh, i, i should imagine that, that would be * to keep it at a level, those levels, i guess, that, that *t*-1 were originally appropriated *-2 w-, was when the soviet threat, i guess, was perceived *-4 as *-4 being a greater one *t*-3.	no	yes	rc	no
70795:18	i do worry about what nuclear weapons *t*-1 are left *-3 in the territories, uh, in their territory over there, and who *t*-2's controlling them,	no	yes	nom	yes
70795:82	i do worry about what nuclear weapons *t*-1 are left *-3 in the territories, uh, in their territory over there, and who *t*-2's controlling them,	no	yes	nom	no
70801:50	i, i don't know what amount of, what amount of, our hardware *t*-1 would stop some fanatic, i guess, from *-2 doing anything, uh, that *t*-3 would be irrational.	no	yes	emb	no
70810:43	and, uh, uh, uh, t i also makes the missile, which *t*-1 was the, the t v laser guided bombs	no	yes	rc	no
70817:9	oh, what *t*-1 is the name of that?	no	yes	root	no
70825:37	so tho-, those are two areas in which t i stands *-1 to, to gain some, some short term business 0 *t*-2 to restock that *t*-3.	no	yes	rc	no
70837:11	i see where the infrastructure *ich*-1 is sort of breaking down, the roads, the highways *t*-2.	no	yes	emb	no
70844:50	but i guess 0 overall, because i guess 0 i'm not associated with what ghetto schools, and, and, uh, and, uh, rural school systems are like *t*-1, i, i should imagine 0 that would take an enormous expenditure.	no	yes	nom	no
70849:26	and, uh, the legislature just passed what they called *t*-1 a robin hood bill, which,	no	yes	nom	no
70850:10	basically, what it does *t*-1, is it takes extra money from the more affluent school districts, that *t*-2 are, that *t*-3 are, you know come from local taxes and send them to other parts of the state, that *t*-4 are not so affluent.	no	yes	nom	no
70880:12	so, so what *t*-1 ended up *-2 happening was, was a, was a shift.	no	yes	nom	no
70902:11	i see what you're saying *t*-1.	no	yes	emb	no
70911:14	but, uh, when i look at it *t*-1 to me, uh, it doesn't really make any difference.	no	yes	adj	no
70920:37	and i, i don't really care what it takes *t*-1 * to qualify, whether you're, uh, an, an ex-, whether you're a veteran or whether you,	no	yes	emb	no
70928:10	at least what i read *t*-1, is that some younger people feel that education is priced *-2 out of their, uh, out of their, uh, budget.	no	yes	nom	no
70930:88	and, uh, they had completed a fifteen per cent increase in the, in the, uh, state land grant colleges, which, which *t*-1 isn't, i mean,	no	yes	rc	no
70941:16	i don't know what that would be *t*-1.	no	yes	emb	no
70961:5	when i sit and talk to people there *t*-1 they tell me 0 they, they,	no	yes	adj	no
70967:40	but, but, i'm not too sure 0 when i put my property tax *ich*-1 in, my car tax, my income tax, and these myriad of, uh,	no	yes	adj	no
70968:123	now it costs me money *-2 to leave the country, some sort of a tax to leave the country, some sort of an airport departure tax, uh, uh, a tax, a sales tax which *t*-3 is getting to, uh, quite high levels,	no	yes	rc	no
70982:52	but i mean, w-, what *t*-1's, what *t*-2's happened here is, is, is	no	yes	nom	no
70995:37	well, what, what, what they've been able *-1 to do *t*-2 is * slow down the rate of increase. to keep it, * to keep it b-, from *-3 becoming even more obnoxious.	no	yes	nom	no
71040:28	well, actually wally's had one even when we haven't had big yard *t*-1 because, um, we enjoy that.	no	yes	emb	no
71112:61	i've never belonged to a garden club because i've always been more interested in *-2 just doing what i can do *t*-1 on my own,	no	yes	nom	no
71117:17	but i know people who *t*-1 do it and, and enjoy it very much.	no	yes	rc	no
71120:4	what i would like *t*-1,	no	yes		no
71141:57	but, um, and usually they're the tea type things, you know, where they have a little luncheon *t*-1	no	yes	rc	no
71158:10	* being what?	no	yes		no
71170:34	uh, many of those tanned until the last couple when, uh, we had such an economic slowdown *t*-1.	no	yes	rc	no
71176:19	well, * tell me what *t*-1's in your garden this year, since i don't have one.	no	yes	emb	no
71190:19	but i like the vinca which *t*-1 is something 0 i hadn't,	no	yes	rc	no
71214:39	um, but in the vegetable garden we grow, um, usually, what	no	yes		no
71222:15	well, you know why,	no	yes		no
71238:17	and i pick them when they're very young and have very little string *t*-1 and then just steam them a little bit,	no	yes	emb	no
71239:16	my mother picks them when they're fat *t*-1	no	yes	emb	no
71285:36	in fact, i, my mother, who *t*-1 is eighty-six years old, canned over a hundred quarts of half runners last year.	no	yes	rc	no
71316:23	and i suppose 0 that's why i enjoy gardening *t*-1, because, you know, * growing up with it.	no	yes	emb	no
71355:119	and i have been very, uh, happy about the new way of * controlling the, the, uh, worm that *t*-1 gets in broccoli, um, by * using the bacillus thuringiansis which *t*-2 is the, uh, little,	no	yes	rc	no
71356:24	well, in fact, that's what they use *t*-1 for gypsy moth,	no	yes	nom	no
71366:96	so they, they spray, the government, uh, sprays, um, t-, two, three times in the spring when the, uh, caterpillars are, are coming along *t*-2	no	yes	adj	no
71367:8	because what they do *t*-1, this, this, uh, bacillus, um, the worms ingest it	no	yes		no
71426:4	what's that *t*-1?	no	yes	exclam	no
71466:15	i guess 0 what i do *t*-1 now is i play softball, right now,	no	yes	nom	no
71500:4	what school you going to *t*-1?	no	yes	root	no
71511:23	now what's, what's toning *t*-1?	no	yes	exclam	no
71526:4	what did i do *t*-1 to myself	no	yes	root	no
71644:46	i think 0 the last time 0 i was on a bike *t*-1 when i was about twelve *t*-2,	no	yes	emb	no
71647:47	i'd be afraid,, afraid 0 i probably forgot how * to ride a bike *t*-1, you know.	no	yes	emb	no
71650:16	you can't forget how * to ride a bike *t*-2.	no	yes	emb	no
71662:9	now, when i was going to *t*-1,	no	yes	adj	no
71724:57	and there's some that, like the different colors denotes how much they, how much the tension i guess they are *t*-4 and how easy *ich*-3 they are *t*-1 0 * to move *t*-2 *t*-5.	no	yes	rc	yes
71724:91	and there's some that, like the different colors denotes how much they, how much the tension i guess they are *t*-4 and how easy *ich*-3 they are *t*-1 0 * to move *t*-2 *t*-5.	no	yes	rc	yes
71736:87	if you don't have one that *t*-1's fun, and not enjoy it, look, not acting like she's enjoying what she's doing *t*-2, the class is not going *-4 to get out, uh, what they should get *t*-3 out of the class.	no	yes	nom	no
71736:139	if you don't have one that *t*-1's fun, and not enjoy it, look, not acting like she's enjoying what she's doing *t*-2, the class is not going *-4 to get out, uh, what they should get *t*-3 out of the class.	no	yes	nom	no
71743:9	well, what are you studying *t*-1?	no	yes	root	no
71768:54	i mean, they, they, they really know how *-2 to isolate each of the different muscle groups, with those things *t*-1	no	yes	emb	no
71788:20	and the whole place can hear what this machine is telling you *t*-1.	no	yes	nom	no
71803:30	that's, that's where i'm really starting *-1 to get noticeable *t*-2,	no	yes	adj	no
71814:94	i'm, i guess 0 i probably put on about ten, nine or ten pounds, since i stopped *-2 playing, which *t*-1 was about four years ago.	no	yes	emb	no
71860:5	when i was playing ball *t*-1 we could like run all day and not be tired, you know.	no	yes	adj	no
71870:38	just that, you know, you don't feel guilty when you eat that cake after dinner *t*-1,.	no	yes	emb	no
71896:16	what, what changes do you think 0 *t*-1 have taken *-2 place in the last generation?	no	yes	root	no
71907:32	and, uh, my mom didn't work at all when i was growing up *t*-1.	no	yes	emb	no
71931:21	uh, i'm not sure what the future holds *t*-1 for that	no	yes		no
71934:69	it seems like there's, it seems that there's a grass roots, um, effort or whatever going on	no	yes	emb	no
71951:43	and now they're wanting *-1 to go back to the old days where, you know, women stayed home with the kids, you know, and try *-2 to give the kids quality time *t*-3.	no	yes	rc	no
71960:65	a lot of, a lot of the women that i work for *t*-1 have husbands who *t*-2 are, um, vice-presidents of companies	no	yes	rc	no
71965:58	um, i don't see it as much, the, like in my situation where i don't, i don't have children yet *t*-1,	no	yes	rc	no
71980:105	you know, it's going *-1 to kind of kind of go along with the b m w in the driveway and, or in the garage or whatever.	no	yes	emb	no
71991:70	* believe it or not though the, all the women that *t*-1 stay home are real busy when they are home *t*-2.	no	yes	emb	no
72006:17	when, when your wife has her baby *t*-1, is she going *-2 to stay home	no	yes	emb	no
72013:4	what do you think *t*-1?	no	yes	root	no
72026:42	and i see some of the problems 0 the kids have *t*-1 when they don't have a real good family structure *t*-2.	no	yes	rc	no
72029:151	i, i see a difference in the generation of, even the generation before me, uh, were, you know, mom was like, um, mrs cleaver, uh, you know, june cleaver or whatever *t*-1,	no	yes	rc	no
72033:4	where the, the attitudes were a lot different *t*-1.	no	yes		no
72066:35	what, how do you, what do you think *t*-1?	no	yes	root	no
72086:35	and back in those times we pretty much were taught *-1 how * to be responsible *t*-2.	no	yes	emb	no
72099:29	the bigger trend *ich*-2 called * the boomerang kids where they move out for a while *t*-1 and they come back,	no	yes	emb	no
72100:25	and you got twenty and thirty year olds who *t*-1 are living at home with mom and dad	no	yes	rc	no
72123:72	i guess unless, unless there's a, a major swing in the change of what *t*-1's important to people, you know, probably keep * going downhill.	no	yes	nom	no
72160:5	what kind of books do you like *-1 to read *t*-2?	no	yes	root	no
72208:132	and, um, i like *-1 to read books on improve, like family, marriage, you know, things that *t*-2 are written *-3 by like christian authors or, um, doctors about family and, you know, how * to improve your home *t*-4 and all that kind of thing.	no	yes	rc	no
72234:4	what was the last book 0 you read *t*-1 *t*-2?	no	yes	root	no
72270:71	i, i set a goal *ich*-3 for myself * to read a book a month *ich*-4 this year which *t*-1 is like about eleven more books than i would have read *t*-2 last year,	no	yes	emb	no
72280:41	i, if i have a minute that's what i, i do *t*-1.	no	yes	nom	no
72304:23	if i'm really interested in what i'm reading *t*-1, i mean, hours can go by	no	yes	nom	no
72338:34	if i start into something and i really enjoy what i'm reading *t*-1, then i have a terrible time * getting away from it too.	no	yes	nom	no
72350:40	i'm, i'm kind of a nut when it comes to stuff like that *t*-1.	no	yes	emb	no
72355:16	i don't know what you would call it *t*-1,	no	yes	emb	no
72366:11	i know what you mean *t*-1.	no	yes	emb	no
72382:109	and, um, i, i like *-3 to, uh, read about people who *t*-1 have been a successful, you know, who, who *t*-2 made a success of their lives.	no	yes	rc	no
72387:17	which, what book *ich*-4 *ich*-5 have you read *t*-1 that *t*-2 is along those lines, that *t*-3 was really good?	no	yes	root	no
72398:13	do you know who it was about *t*-1?	no	yes	emb	no
72403:4	what the heck was his name *t*-1,	no	yes	root	no
72412:4	how he started out as just a salesman *t*-1	no	yes		no
72414:7	and how you have *-1 to, uh, be aggressive and, you know, really want something for yourself and that type of stuff *t*-2.	no	yes	frag	no
72415:36	it's like up to you, in other words, whatever *t*-1 happens in your life.	no	yes	nom	no
72437:38	um, and i'm not, uh, uh, a planner which i wish 0 i was *t*-1.	no	yes	rc	no
72465:36	e-, even though i admire someone who *t*-1 isn't, like i am *?*, you know, and, and i wish 0 i could be more that way	no	yes	rc	no
72475:5	how many people do you supervise *t*-1?	no	yes	root	yes
72517:12	that's what i liked *t*-1, too, is the weather.	no	yes	nom	no
72529:48	and it, it, it's so surprising how it just happens *t*-1, you know.	no	yes		no
72600:49	and, well, you know, with the other part of this thing was, how do you feel that this influences family *t*-1.	no	yes	emb	no
72602:4	how do i feel what *t*-1?	no	yes	root	no
72602:17	how do i feel what *t*-1?	no	yes	root	no
72605:13	do you know how * to use them in your life or to influence *t*-1,	no	yes	emb	no
72610:7	and what you read *t*-1 to them.	no	yes	nom	no
72614:4	when my children wer-, were younger *t*-1, of course,	no	yes	adj	no
72628:23	but they do read. uh, where a lot of people don't have any interest in it at all *t*-1,	no	yes	emb	no
72633:21	because, uh, even today where people are so illiterate and they go off to school and really nothing happens *t*-1, i mean, they don't learn anything.	no	yes	frag	no
72637:22	it *exp*-4's really surprising how many people *ich*-2 *t*-1 graduate from high school, and that i work with *t*-3	no	yes		yes
72657:23	and i think that that's why reading is so important *t*-1,	no	yes	emb	no
72661:30	because, uh, i think 0 even mentally when you can do some,	no	yes	emb	no
72664:71	* guess 0 we got our first, uh, credit card, oh, back in the seventies, early seventies when, i first got married *t*-1	no	yes	emb	no
72731:16	how, how do you look at * counting credit cards *t*-1?	no	yes	root	no
72750:67	i guess for that very reason that, that, uh, if you're not real conscious of what you're doing *t*-1, it's just too much by the time 0 you get,	no	yes	nom	no
72769:45	* know 0 if you don't, then they're adding on, what, eighteen, nineteen, twenty percent.	no	yes	emb	no
72822:31	so, you're a little bit more careful about what you put *t*-1 on that, even though you can use it however you want *-2 to *?* *t*-3.	no	yes	nom	no
72822:71	so, you're a little bit more careful about what you put *t*-1 on that, even though you can use it however you want *-2 to *?* *t*-3.	no	yes	emb	no
72840:6	and who *t*-3 knows how many people, *t*-2 are looking at those, uh, bills that *t*-1 come in, and those statements,	no	yes	root	no
72840:18	and who *t*-3 knows how many people, *t*-2 are looking at those, uh, bills that *t*-1 come in, and those statements,	no	yes	emb	yes
72852:56	is that okay, is that o-, okay, that those people see what it is that you are buying *t*-1,	no	yes	emb	no
72904:4	why do they do that *t*-1?	no	yes	root	no
72926:112	uh, so, then a couple years ago i found, uh, a bank here in plano that if you kept a minimum balance in any kind of account whether it was a savings account or what it was *t*-1, you can get a visa card *ich*-2 through them and no annual membership *t*-3.	no	yes	nom	no
72982:6	and what do they say *t*-1 about * finding adequate child care?	no	yes	root	no
72989:46	they're, uh, relatively nonexistent from, uh, from what i hear *t*-1 from my friends.	no	yes	nom	no
